"Frequency (Hz)";"Absolute Amplitude (a.u.)"
1.900781250E4;1.854055763E-3
1.903125000E4;1.592394794E-3
1.905468750E4;1.785286428E-3
1.907812500E4;1.264633070E-3
1.910156250E4;7.328262544E-4
1.912500000E4;2.532594129E-3
1.914843750E4;1.598036588E-3
1.917187500E4;1.409961719E-3
1.919531250E4;3.038886226E-3
1.921875000E4;1.060091363E-3
1.924218750E4;2.306814902E-3
1.926562500E4;2.369723177E-3
1.928906250E4;2.727017523E-3
1.931250000E4;2.020782738E-3
1.933593750E4;1.853134219E-3
1.935937500E4;1.194657426E-3
1.938281250E4;1.505239980E-3
1.940625000E4;1.918919529E-3
1.942968750E4;1.388986320E-3
1.945312500E4;4.326236476E-4
1.947656250E4;3.316170302E-3
1.950000000E4;3.548281302E-3
1.952343750E4;2.294462744E-3
1.954687500E4;1.112666282E-3
1.957031250E4;2.077578501E-3
1.959375000E4;1.643770385E-3
1.961718750E4;2.405708046E-3
1.964062500E4;1.074828260E-3
1.966406250E4;4.879858555E-3
1.968750000E4;6.340667149E-4
1.971093750E4;2.231641269E-3
1.973437500E4;2.481208593E-3
1.975781250E4;1.082622981E-3
1.978125000E4;2.104971420E-3
1.980468750E4;1.121985473E-3
1.982812500E4;2.390464330E-3
1.985156250E4;2.324120704E-3
1.987500000E4;4.197761090E-3
1.989843750E4;2.471680132E-3
1.992187500E4;1.830383561E-3
1.994531250E4;7.311457199E-4
1.996875000E4;2.952230365E-3
1.999218750E4;2.239791488E-3
2.001562500E4;2.187191691E-3
2.003906250E4;3.201179336E-3
2.006250000E4;2.216269716E-3
2.008593750E4;5.654758043E-4
2.010937500E4;2.972413776E-3
2.013281250E4;1.295256023E-3
2.015625000E4;1.051239421E-3
2.017968750E4;4.101563428E-3
2.020312500E4;3.055655250E-3
2.022656250E4;2.312481740E-3
2.025000000E4;2.949964259E-3
2.027343750E4;1.458668389E-3
2.029687500E4;2.599612600E-3
2.032031250E4;3.299275899E-3
2.034375000E4;1.860107930E-3
2.036718750E4;3.663044974E-3
2.039062500E4;1.792843405E-3
2.041406250E4;1.294805235E-3
2.043750000E4;2.889124560E-3
2.046093750E4;1.366724277E-3
2.048437500E4;2.027441094E-3
2.050781250E4;2.579100445E-3
2.053125000E4;1.302816395E-3
2.055468750E4;4.416030160E-4
2.057812500E4;1.383058286E-3
2.060156250E4;4.245081540E-3
2.062500000E4;2.225263885E-3
2.064843750E4;4.107759157E-3
2.067187500E4;2.551186707E-3
2.069531250E4;2.472097230E-3
2.071875000E4;2.265622710E-3
2.074218750E4;7.828545531E-4
2.076562500E4;1.185482672E-3
2.078906250E4;3.713184090E-4
2.081250000E4;7.845273228E-4
2.083593750E4;8.898826696E-4
2.085937500E4;1.504667328E-3
2.088281250E4;8.698379490E-4
2.090625000E4;1.055080833E-3
2.092968750E4;2.759238695E-3
2.095312500E4;1.488620485E-3
2.097656250E4;7.471365891E-4
2.100000000E4;2.324452033E-3
2.102343750E4;1.578747568E-3
2.104687500E4;1.635974468E-3
2.107031250E4;1.292468898E-3
2.109375000E4;1.449499435E-3
2.111718750E4;8.504310586E-4
2.114062500E4;8.164011638E-4
2.116406250E4;1.378551780E-3
2.118750000E4;1.082989494E-3
2.121093750E4;1.570040789E-3
2.123437500E4;9.963862400E-4
2.125781250E4;1.357223616E-3
2.128125000E4;1.513776691E-3
2.130468750E4;1.452136865E-3
2.132812500E4;1.467067476E-3
2.135156250E4;9.695752295E-4
2.137500000E4;1.678606487E-3
2.139843750E4;1.562208172E-3
2.142187500E4;1.054035372E-3
2.144531250E4;9.337842217E-4
2.146875000E4;1.181704979E-3
2.149218750E4;1.136176070E-3
2.151562500E4;1.205575095E-3
2.153906250E4;9.048301168E-4
2.156250000E4;1.358512952E-3
2.158593750E4;1.053804348E-3
2.160937500E4;1.256830658E-3
2.163281250E4;1.159627770E-3
2.165625000E4;1.297804939E-3
2.167968750E4;1.181893250E-3
2.170312500E4;1.209514090E-3
2.172656250E4;9.727353459E-4
2.175000000E4;1.305490928E-3
2.177343750E4;1.215538760E-3
2.179687500E4;1.133278920E-3
2.182031250E4;1.063647749E-3
2.184375000E4;1.043504761E-3
2.186718750E4;1.313917866E-3
2.189062500E4;1.136290455E-3
2.191406250E4;1.149098604E-3
2.193750000E4;1.187920774E-3
2.196093750E4;1.155169615E-3
2.198437500E4;1.193515352E-3
2.200781250E4;1.363024891E-3
2.203125000E4;1.199999706E-3
2.205468750E4;1.167923494E-3
2.207812500E4;1.182696722E-3
2.210156250E4;1.152951638E-3
2.212500000E4;1.024461205E-3
2.214843750E4;1.133291335E-3
2.217187500E4;1.127747260E-3
2.219531250E4;1.153527771E-3
2.221875000E4;1.187988514E-3
2.224218750E4;1.077548631E-3
2.226562500E4;1.109721196E-3
2.228906250E4;1.131156209E-3
2.231250000E4;1.131108638E-3
2.233593750E4;1.150198620E-3
2.235937500E4;1.119551958E-3
2.238281250E4;1.089291369E-3
2.240625000E4;1.084142548E-3
2.242968750E4;1.200850062E-3
2.245312500E4;1.107475514E-3
2.247656250E4;1.108071585E-3
2.250000000E4;1.124231681E-3
2.252343750E4;1.114794650E-3
2.254687500E4;1.103147202E-3
2.257031250E4;1.070160691E-3
2.259375000E4;1.168269935E-3
2.261718750E4;1.134402493E-3
2.264062500E4;1.172856329E-3
2.266406250E4;1.131101732E-3
2.268750000E4;1.121177968E-3
2.271093750E4;1.108836134E-3
2.273437500E4;1.144520326E-3
2.275781250E4;1.121919887E-3
2.278125000E4;1.137811442E-3
2.280468750E4;1.157902075E-3
2.282812500E4;1.139638890E-3
2.285156250E4;1.103346673E-3
2.287500000E4;1.096572111E-3
2.289843750E4;1.090548045E-3
2.292187500E4;1.081638345E-3
2.294531250E4;1.126017007E-3
2.296875000E4;1.077926566E-3
2.299218750E4;1.115212021E-3
2.301562500E4;1.091784131E-3
2.303906250E4;1.059524399E-3
2.306250000E4;1.143592888E-3
2.308593750E4;1.076682861E-3
2.310937500E4;1.098504982E-3
2.313281250E4;1.178433570E-3
2.315625000E4;1.103375923E-3
2.317968750E4;1.100357740E-3
2.320312500E4;1.069998478E-3
2.322656250E4;1.092202366E-3
2.325000000E4;1.107751782E-3
2.327343750E4;1.138764101E-3
2.329687500E4;1.099637479E-3
2.332031250E4;1.118666508E-3
2.334375000E4;1.109139944E-3
2.336718750E4;1.103106478E-3
2.339062500E4;1.099166603E-3
2.341406250E4;1.090948063E-3
2.343750000E4;1.155196303E-3
2.346093750E4;1.133288068E-3
2.348437500E4;1.081331753E-3
2.350781250E4;1.125541578E-3
2.353125000E4;1.075295837E-3
2.355468750E4;1.141421734E-3
2.357812500E4;1.112610133E-3
2.360156250E4;1.109887402E-3
2.362500000E4;1.084076288E-3
2.364843750E4;1.142727259E-3
2.367187500E4;1.125984969E-3
2.369531250E4;1.150868357E-3
2.371875000E4;1.057420648E-3
2.374218750E4;1.106615920E-3
2.376562500E4;1.096848569E-3
2.378906250E4;1.084523709E-3
2.381250000E4;1.131248377E-3
2.383593750E4;1.153011486E-3
2.385937500E4;1.081289670E-3
2.388281250E4;1.108830387E-3
2.390625000E4;1.106680192E-3
2.392968750E4;1.114268012E-3
2.395312500E4;1.149846804E-3
2.397656250E4;1.090941358E-3
