"Frequency (Hz)";"Absolute Amplitude (a.u.)"
1.889062500E4;1.114579843E-2
1.891406250E4;9.860188820E-3
1.893750000E4;1.082016910E-2
1.896093750E4;1.157060883E-2
1.898437500E4;7.349139754E-3
1.900781250E4;1.594144216E-2
1.903125000E4;9.148456396E-3
1.905468750E4;8.253088131E-3
1.907812500E4;9.880200404E-3
1.910156250E4;1.183482942E-2
1.912500000E4;1.049099141E-2
1.914843750E4;1.076641699E-2
1.917187500E4;1.009995631E-2
1.919531250E4;1.181486430E-2
1.921875000E4;9.532741690E-3
1.924218750E4;1.238596676E-2
1.926562500E4;1.263121151E-2
1.928906250E4;6.044350623E-3
1.931250000E4;1.032760059E-2
1.933593750E4;9.268816656E-3
1.935937500E4;1.160074448E-2
1.938281250E4;1.369434155E-2
1.940625000E4;1.083901305E-2
1.942968750E4;1.277982144E-2
1.945312500E4;9.911847328E-3
1.947656250E4;1.111273145E-2
1.950000000E4;9.784638109E-3
1.952343750E4;9.092284141E-3
1.954687500E4;1.384928033E-2
1.957031250E4;7.455706073E-3
1.959375000E4;8.653314405E-3
1.961718750E4;1.130820751E-2
1.964062500E4;1.000167489E-2
1.966406250E4;1.175216111E-2
1.968750000E4;8.411509292E-3
1.971093750E4;6.922521238E-3
1.973437500E4;8.552474792E-3
1.975781250E4;1.245191294E-2
1.978125000E4;1.043002348E-2
1.980468750E4;1.309300093E-2
1.982812500E4;1.279887451E-2
1.985156250E4;7.254398573E-3
1.987500000E4;7.742970475E-3
1.989843750E4;1.231837024E-2
1.992187500E4;1.009887909E-2
1.994531250E4;1.369695567E-2
1.996875000E4;1.212750914E-2
1.999218750E4;1.038006169E-2
2.001562500E4;1.152565230E-2
2.003906250E4;1.519076647E-2
2.006250000E4;8.720745214E-3
2.008593750E4;1.070944803E-2
2.010937500E4;1.509128043E-2
2.013281250E4;1.147658013E-2
2.015625000E4;8.702100086E-3
2.017968750E4;9.309327203E-3
2.020312500E4;1.112158765E-2
2.022656250E4;1.345040309E-2
2.025000000E4;8.172641096E-3
2.027343750E4;1.425382972E-2
2.029687500E4;1.135190193E-2
2.032031250E4;9.239360083E-3
2.034375000E4;8.580766896E-3
2.036718750E4;1.102640673E-2
2.039062500E4;1.306982906E-2
2.041406250E4;1.101234573E-2
2.043750000E4;8.873469238E-3
2.046093750E4;1.305563919E-2
2.048437500E4;1.288585314E-2
2.050781250E4;1.152626003E-2
2.053125000E4;1.028465805E-2
2.055468750E4;1.078407423E-2
2.057812500E4;8.851172792E-3
2.060156250E4;9.793101390E-3
2.062500000E4;8.585410300E-3
2.064843750E4;1.239514555E-2
2.067187500E4;1.143821624E-2
2.069531250E4;1.109723020E-2
2.071875000E4;1.118795028E-2
2.074218750E4;1.035129374E-2
2.076562500E4;9.866365085E-3
2.078906250E4;1.075073917E-2
2.081250000E4;9.704175125E-3
2.083593750E4;9.333378268E-3
2.085937500E4;9.816833014E-3
2.088281250E4;1.055235971E-2
2.090625000E4;1.014116485E-2
2.092968750E4;8.666013921E-3
2.095312500E4;1.016914472E-2
2.097656250E4;1.018310341E-2
2.100000000E4;1.077080411E-2
2.102343750E4;9.586155473E-3
2.104687500E4;1.058627607E-2
2.107031250E4;1.036859517E-2
2.109375000E4;1.029618504E-2
2.111718750E4;1.080645338E-2
2.114062500E4;9.614841346E-3
2.116406250E4;1.013261568E-2
2.118750000E4;9.692307397E-3
2.121093750E4;1.011802984E-2
2.123437500E4;1.055005041E-2
2.125781250E4;9.299732228E-3
2.128125000E4;9.605368576E-3
2.130468750E4;9.549746611E-3
2.132812500E4;1.032694737E-2
2.135156250E4;1.028484892E-2
2.137500000E4;9.402077674E-3
2.139843750E4;9.932846274E-3
2.142187500E4;9.951821840E-3
2.144531250E4;9.601701624E-3
2.146875000E4;1.017372711E-2
2.149218750E4;9.777696153E-3
2.151562500E4;1.043073502E-2
2.153906250E4;1.009523645E-2
2.156250000E4;9.588069450E-3
2.158593750E4;1.039580832E-2
2.160937500E4;9.753749760E-3
2.163281250E4;9.549480391E-3
2.165625000E4;9.849110590E-3
2.167968750E4;9.647491646E-3
2.170312500E4;9.988849755E-3
2.172656250E4;1.013101108E-2
2.175000000E4;9.827270554E-3
2.177343750E4;9.956682277E-3
2.179687500E4;9.992863819E-3
2.182031250E4;9.919474132E-3
2.184375000E4;9.791781403E-3
2.186718750E4;9.899879031E-3
2.189062500E4;9.949011774E-3
2.191406250E4;9.814469647E-3
2.193750000E4;9.742930226E-3
2.196093750E4;1.011891664E-2
2.198437500E4;9.820163182E-3
2.200781250E4;9.958085453E-3
2.203125000E4;9.828836236E-3
2.205468750E4;9.922373885E-3
2.207812500E4;9.858261762E-3
2.210156250E4;9.847763164E-3
2.212500000E4;9.780052593E-3
2.214843750E4;9.901238137E-3
2.217187500E4;9.810536111E-3
2.219531250E4;9.859120818E-3
2.221875000E4;9.933447045E-3
2.224218750E4;9.884398523E-3
2.226562500E4;9.814108018E-3
2.228906250E4;9.874342056E-3
2.231250000E4;9.851755098E-3
2.233593750E4;9.884681677E-3
2.235937500E4;9.888656252E-3
2.238281250E4;9.917933859E-3
2.240625000E4;9.863235855E-3
2.242968750E4;9.900349463E-3
2.245312500E4;9.938732358E-3
2.247656250E4;9.810533740E-3
2.250000000E4;9.854581320E-3
2.252343750E4;9.790335329E-3
2.254687500E4;9.835719287E-3
2.257031250E4;9.883571836E-3
2.259375000E4;9.857628849E-3
2.261718750E4;9.791588091E-3
2.264062500E4;9.909421379E-3
2.266406250E4;9.845238334E-3
2.268750000E4;9.887104136E-3
2.271093750E4;9.835551171E-3
2.273437500E4;9.818967417E-3
2.275781250E4;9.849522366E-3
2.278125000E4;9.839280657E-3
2.280468750E4;9.848352572E-3
2.282812500E4;9.795368946E-3
2.285156250E4;9.832936682E-3
2.287500000E4;9.850094642E-3
2.289843750E4;9.783546222E-3
2.292187500E4;9.857758430E-3
2.294531250E4;9.822180041E-3
2.296875000E4;9.826493257E-3
2.299218750E4;9.845150762E-3
2.301562500E4;9.781912021E-3
2.303906250E4;9.849385176E-3
2.306250000E4;9.821622139E-3
2.308593750E4;9.812076918E-3
2.310937500E4;9.799211402E-3
2.313281250E4;9.791854106E-3
2.315625000E4;9.816788632E-3
2.317968750E4;9.797385238E-3
2.320312500E4;9.808528034E-3
2.322656250E4;9.801852166E-3
2.325000000E4;9.751948170E-3
2.327343750E4;9.790621715E-3
2.329687500E4;9.794137150E-3
2.332031250E4;9.804492942E-3
2.334375000E4;9.811443818E-3
2.336718750E4;9.789962874E-3
2.339062500E4;9.817627895E-3
2.341406250E4;9.828829252E-3
2.343750000E4;9.791975531E-3
2.346093750E4;9.778426834E-3
2.348437500E4;9.774954431E-3
2.350781250E4;9.822719498E-3
2.353125000E4;9.838538476E-3
2.355468750E4;9.779851194E-3
2.357812500E4;9.828059217E-3
2.360156250E4;9.802360292E-3
2.362500000E4;9.777074548E-3
2.364843750E4;9.804340395E-3
2.367187500E4;9.794030530E-3
2.369531250E4;9.769255005E-3
2.371875000E4;9.836025661E-3
2.374218750E4;9.772430823E-3
2.376562500E4;9.805063174E-3
2.378906250E4;9.807053248E-3
2.381250000E4;9.797435723E-3
2.383593750E4;9.754853342E-3
2.385937500E4;9.767687038E-3
2.388281250E4;9.845565840E-3
2.390625000E4;9.793007587E-3
2.392968750E4;9.765024843E-3
2.395312500E4;9.797129095E-3
2.397656250E4;9.789083402E-3
