Fréquence (Hz);Niveau (dB)
283.296204;-49.946209
283.632660;-50.948326
283.969116;-53.200542
284.305573;-52.674900
284.642029;-57.757496
284.978485;-56.430820
285.314941;-55.167042
285.651398;-55.999115
285.987854;-55.199081
286.324310;-51.512520
286.660767;-52.303589
286.997223;-53.119396
287.333679;-51.860573
287.670135;-51.499763
288.006592;-53.456009
288.343048;-52.687756
288.679504;-52.054012
289.015961;-52.469887
289.352417;-50.993938
289.688873;-50.285435
290.025330;-50.130592
290.361786;-49.205090
290.698242;-48.358585
291.034698;-50.890781
291.371155;-50.694473
291.707611;-50.075367
292.044067;-51.482674
292.380524;-53.463245
292.716980;-55.213226
293.053436;-55.290195
293.389893;-52.373466
293.726349;-50.152668
294.062805;-51.015533
294.399261;-51.436539
294.735718;-50.537167
295.072174;-50.819366
295.408630;-48.883724
295.745087;-48.057835
296.081543;-51.641140
296.417999;-51.004169
296.754456;-51.088474
297.090912;-51.941650
297.427368;-54.066833
297.763824;-50.485138
298.100281;-48.570930
298.436737;-48.157394
298.773193;-47.100456
299.109650;-47.668446
299.446106;-46.106518
299.782562;-45.560944
300.119019;-45.791016
300.455475;-47.473774
300.791931;-49.191216
301.128387;-47.118145
301.464844;-47.678421
301.801300;-50.328400
302.137756;-51.891296
302.474213;-49.125885
302.810669;-47.495770
303.147125;-49.854279
303.483582;-51.428066
303.820038;-48.967014
304.156494;-47.934349
304.492950;-48.336872
304.829407;-52.268372
305.165863;-49.595398
305.502319;-48.519123
305.838776;-47.100395
306.175232;-44.356209
306.511688;-41.070496
306.848145;-40.046253
307.184601;-40.525482
307.521057;-41.957375
307.857513;-43.024380
308.193970;-42.426910
308.530426;-43.762783
308.866882;-45.001930
309.203339;-45.902622
309.539795;-44.745132
309.876251;-44.144032
310.212708;-43.250561
310.549164;-41.036236
310.885620;-40.475304
311.222076;-42.195862
311.558533;-43.961369
311.894989;-43.200737
312.231445;-43.012882
312.567902;-43.037811
312.904358;-43.591984
313.240814;-43.684509
313.577271;-42.904873
313.913727;-44.688297
314.250183;-48.358276
314.586639;-48.685146
314.923096;-45.385815
315.259552;-43.819927
315.596008;-43.372784
315.932465;-45.918579
316.268921;-45.904118
316.605377;-44.475010
316.941833;-45.265076
317.278290;-46.310181
317.614746;-49.231472
317.951202;-47.430210
318.287659;-47.230728
318.624115;-48.761906
318.960571;-53.551109
319.297028;-51.210030
319.633484;-46.564350
319.969940;-42.924141
320.306396;-46.912182
320.642853;-43.276016
320.979309;-41.531929
321.315765;-41.947735
321.652222;-45.097179
321.988678;-47.214836
322.325134;-47.834202
322.661591;-48.596588
322.998047;-48.321262
323.334503;-54.171783
323.670959;-52.783112
324.007416;-48.302307
324.343872;-46.293972
324.680328;-49.585106
325.016785;-50.096836
325.353241;-48.782707
325.689697;-50.410923
326.026154;-50.823917
326.362610;-47.734333
326.699066;-47.979584
327.035522;-46.993244
327.371979;-48.813602
327.708435;-46.303570
328.044891;-42.639423
328.381348;-40.993805
328.717804;-43.695751
329.054260;-48.541359
329.390717;-51.569157
329.727173;-52.165260
330.063629;-49.260464
330.400085;-48.984016
330.736542;-49.304882
331.072998;-50.043026
331.409454;-50.244068
331.745911;-51.104294
332.082367;-45.276001
332.418823;-42.780422
332.755280;-44.065235
333.091736;-45.535782
333.428192;-44.526848
333.764648;-43.556049
334.101105;-45.045406
334.437561;-44.680981
334.774017;-42.996094
335.110474;-39.851776
335.446930;-39.237888
335.783386;-39.231678
336.119843;-39.725178
336.456299;-39.312103
336.792755;-38.640236
337.129211;-40.005630
337.465668;-40.402042
337.802124;-41.085083
338.138580;-44.046688
338.475037;-44.170872
338.811493;-41.871330
339.147949;-41.136051
339.484406;-39.679020
339.820862;-39.906635
340.157318;-38.991405
340.493774;-35.953735
340.830231;-35.877666
341.166687;-36.927174
341.503143;-38.371170
341.839600;-40.059563
342.176056;-42.676926
342.512512;-42.595219
342.848969;-43.711849
343.185425;-43.301083
343.521881;-41.364830
343.858337;-40.316532
344.194794;-41.529068
344.531250;-41.236305
344.867706;-38.252277
345.204163;-38.447823
345.540619;-41.610226
345.877075;-38.906612
346.213531;-37.269718
346.549988;-36.366409
346.886444;-35.357590
347.222900;-32.881466
347.559357;-32.612705
347.895813;-34.861710
348.232269;-37.806808
348.568726;-38.784145
348.905182;-39.214226
349.241638;-36.169022
349.578094;-35.258652
349.914551;-37.457417
350.251007;-37.953876
350.587463;-36.931759
350.923920;-37.946938
351.260376;-38.812099
351.596832;-40.032490
351.933289;-41.182690
352.269745;-39.135319
352.606201;-36.371044
352.942657;-39.574348
353.279114;-39.555172
353.615570;-37.324463
353.952026;-37.445480
354.288483;-38.927219
354.624939;-38.183372
354.961395;-38.319740
355.297852;-41.352520
355.634308;-40.365795
355.970764;-38.625751
356.307220;-40.246994
356.643677;-44.611465
356.980133;-41.830166
357.316589;-43.509960
357.653046;-45.878082
357.989502;-43.858200
358.325958;-43.475063
358.662415;-41.335754
358.998871;-41.041309
359.335327;-35.159866
359.671783;-33.408047
360.008240;-37.774189
360.344696;-42.303856
360.681152;-43.298931
361.017609;-43.212387
361.354065;-39.612957
361.690521;-37.451813
362.026978;-36.639179
362.363434;-38.137913
362.699890;-38.805641
363.036346;-37.913448
363.372803;-38.536091
363.709259;-41.458218
364.045715;-40.720917
364.382172;-42.131557
364.718628;-43.205605
365.055084;-43.714108
365.391541;-44.326038
365.727997;-47.738102
366.064453;-42.576054
366.400909;-41.639637
366.737366;-44.603695
367.073822;-50.624317
367.410278;-47.607834
367.746735;-52.198093
368.083191;-48.040539
368.419647;-48.191422
368.756104;-49.000248
369.092560;-46.070835
369.429016;-48.064266
369.765472;-42.836235
370.101929;-35.180023
370.438385;-33.179234
370.774841;-37.810436
371.111298;-43.455872
371.447754;-43.104671
371.784210;-42.342892
372.120667;-40.939583
372.457123;-45.398254
372.793579;-43.397472
373.130035;-43.598076
373.466492;-46.949696
373.802948;-48.579514
374.139404;-47.961170
374.475861;-50.398132
374.812317;-48.470604
375.148773;-45.993946
375.485229;-43.619221
375.821686;-43.107918
376.158142;-42.913479
376.494598;-44.586269
