Fréquence (Hz);Niveau (dB)
202.546692;-38.944530
202.883148;-44.844234
203.219604;-45.081306
203.556061;-40.955868
203.892517;-43.101307
204.228973;-41.222988
204.565430;-44.212231
204.901886;-44.708805
205.238342;-37.051014
205.574799;-39.247936
205.911255;-45.066082
206.247711;-44.016571
206.584167;-42.351688
206.920624;-41.993294
207.257080;-42.093372
207.593536;-49.893555
207.929993;-45.277935
208.266449;-40.304554
208.602905;-43.914661
208.939362;-42.996120
209.275818;-47.733231
209.612274;-45.744488
209.948730;-39.025738
210.285187;-43.184181
210.621643;-46.380028
210.958099;-43.826237
211.294556;-42.579033
211.631012;-40.700836
211.967468;-41.976185
212.303925;-47.474350
212.640381;-43.691509
212.976837;-40.558723
213.313293;-42.843025
213.649750;-42.260372
213.986206;-47.871101
214.322662;-45.604446
214.659119;-39.832569
214.995575;-43.620155
215.332031;-46.082935
215.668488;-41.614212
216.004944;-40.498684
216.341400;-38.943485
216.677856;-42.052212
217.014313;-44.510914
217.350769;-40.383324
217.687225;-38.487644
218.023682;-41.198746
218.360138;-41.391319
218.696594;-42.397129
219.033051;-40.792061
219.369507;-38.144093
219.705963;-40.681450
220.042419;-42.259937
220.378876;-42.112259
220.715332;-42.082603
221.051788;-41.227257
221.388245;-43.234646
221.724701;-43.431515
222.061157;-41.370441
222.397614;-39.806549
222.734070;-39.447372
223.070526;-41.077831
223.406982;-43.207100
223.743439;-42.050270
224.079895;-40.809711
224.416351;-45.506516
224.752808;-46.527470
225.089264;-44.119640
225.425720;-45.553009
225.762177;-43.117050
226.098633;-45.658268
226.435089;-48.692593
226.771545;-43.302849
227.108002;-43.981903
227.444458;-41.497364
227.780914;-44.451706
228.117371;-45.832127
228.453827;-43.050144
228.790283;-41.715889
229.126740;-47.874664
229.463196;-48.401173
229.799652;-44.760406
230.136108;-45.870518
230.472565;-42.656845
230.809021;-49.589005
231.145477;-49.559826
231.481934;-41.875629
231.818390;-43.365059
232.154846;-41.120022
232.491302;-45.051952
232.827759;-46.215588
233.164215;-43.488262
233.500671;-42.778042
233.837128;-48.184776
234.173584;-47.388935
234.510040;-43.540382
234.846497;-44.672504
235.182953;-42.929577
235.519409;-51.291061
235.855865;-50.006603
236.192322;-42.433399
236.528778;-45.923660
236.865234;-44.443516
237.201691;-48.702236
237.538147;-48.371586
237.874603;-45.123360
238.211060;-46.055313
238.547516;-47.616344
238.883972;-47.597839
239.220428;-45.113815
239.556885;-45.874924
239.893341;-45.818069
240.229797;-51.356808
240.566254;-48.831173
240.902710;-43.602924
241.239166;-46.030987
241.575623;-44.701828
241.912079;-47.675095
242.248535;-48.610706
242.584991;-44.340504
242.921448;-46.198883
243.257904;-47.505470
243.594360;-46.334190
243.930817;-45.340126
244.267273;-42.350479
244.603729;-42.942142
