Fréquence (Hz);Niveau (dB)
340.157318;-38.589848
340.493774;-37.773651
340.830231;-39.396786
341.166687;-44.369900
341.503143;-42.431206
341.839600;-41.674377
342.176056;-42.066990
342.512512;-39.245224
342.848969;-42.188309
343.185425;-43.779640
343.521881;-42.497189
343.858337;-44.320335
344.194794;-44.279396
344.531250;-43.061527
344.867706;-40.151680
345.204163;-39.393787
345.540619;-40.006939
345.877075;-39.371750
346.213531;-39.315609
346.549988;-36.152641
346.886444;-36.360264
347.222900;-38.888454
347.559357;-36.540970
347.895813;-41.395237
348.232269;-38.882751
348.568726;-41.368519
348.905182;-36.898159
349.241638;-37.439640
349.578094;-38.999748
349.914551;-41.614311
350.251007;-38.708515
350.587463;-36.997063
350.923920;-39.692959
351.260376;-42.263069
351.596832;-41.244183
351.933289;-43.274105
352.269745;-38.869656
352.606201;-39.484715
352.942657;-37.273716
353.279114;-36.333920
353.615570;-35.489784
353.952026;-36.243855
354.288483;-37.419651
354.624939;-38.861340
354.961395;-41.504154
355.297852;-37.762650
355.634308;-39.753502
355.970764;-41.772327
356.307220;-42.002281
356.643677;-39.356434
356.980133;-39.882732
357.316589;-40.571404
357.653046;-42.438496
357.989502;-48.592705
358.325958;-48.366310
358.662415;-47.014389
358.998871;-47.813171
359.335327;-46.519695
359.671783;-47.689476
360.008240;-48.770554
360.344696;-47.309406
360.681152;-46.629925
361.017609;-46.966400
361.354065;-46.877834
361.690521;-44.077332
362.026978;-48.047337
362.363434;-46.254543
362.699890;-45.181271
363.036346;-48.121532
363.372803;-52.133312
363.709259;-51.836708
364.045715;-49.185619
364.382172;-48.662109
364.718628;-49.475124
365.055084;-47.422428
365.391541;-52.947510
365.727997;-52.218346
366.064453;-52.356201
366.400909;-53.974449
366.737366;-52.940857
367.073822;-51.684864
367.410278;-50.557346
367.746735;-52.663769
368.083191;-56.335487
368.419647;-52.174248
368.756104;-50.769203
369.092560;-53.715828
369.429016;-52.890633
369.765472;-50.956478
370.101929;-49.866100
370.438385;-51.514130
370.774841;-50.856026
